controller,scenario,seed,scenario_seed,day_id,ramp95_kw_per_min,cap_violation_pct_import,cap_violation_pct_export,cap_violation_pct_total,resilience_score,soc_band_residency,throughput_kwh,efc,lfp_cycle_loss_pct,t_high_soc_h,t_low_soc_h,ceq_q95,t_high_c_h,efcrf,idod,n_micro,flip_per_hour,flip_per_day,mean_cpu_ms,max_cpu_ms,rainflow_hist,reference_type,weight_label
Proposed,cloud_edge,0,cloud_edge_seed0,0,9.085729598260176,0.0,0.0,0.0,100.0,1.0,1.0375289888674386,0.0051876449443371934,0.0001365405077312867,0.0,0.0,0.0,0.0,0.009780389129892403,6.379859141711029e-05,9.0,1.5,36.0,0.14287569514029505,0.7977000204846263,"{'[0.0,0.1)': 9.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
Proposed,cloud_edge,1,cloud_edge_seed1,0,9.564911330885439,0.0,0.0,0.0,100.0,1.0,0.35406688883528536,0.001770334444176427,3.779593397271274e-05,0.0,0.0,0.0,0.0,0.0027304267219309952,6.2222439067114926e-06,4.0,0.6666666666666666,16.0,0.14459361090201936,0.741700001526624,"{'[0.0,0.1)': 4.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
Proposed,cloud_edge,2,cloud_edge_seed2,0,9.67644330357038,0.0,0.0,0.0,100.0,1.0,9.133685042624014,0.04566842521312007,0.0010081860558212594,0.0,0.0,0.024028533345148446,0.0,0.06686928956145666,0.004600474600241398,15.0,2.5833333333333335,62.0,0.13713291627936997,0.5516000092029572,"{'[0.0,0.1)': 15.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
Proposed,cloud_edge,3,cloud_edge_seed3,0,8.80973921497303,0.0,0.0,0.0,100.0,1.0,11.903147554141169,0.059515737770705845,0.0013241683370154521,0.0,0.0,0.03690342602708193,0.0,0.08441855762237924,0.0029724578848183956,21.0,3.6666666666666665,88.0,0.14572354302799795,14.370999997481704,"{'[0.0,0.1)': 22.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
Proposed,cloud_edge,4,cloud_edge_seed4,0,9.191746604595057,0.0,0.0,0.0,100.0,1.0,1.7790011005951902,0.008895005502975952,0.00021714355974585892,0.0,0.0,0.0,0.0,0.015394514034396178,0.00017042276257724459,6.0,1.0,24.0,0.13346513854533745,0.3507999936118722,"{'[0.0,0.1)': 6.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
Proposed,load_step,0,load_step_seed0,0,8.864685523530046,0.0,0.0,0.0,100.0,1.0,15.85286834911726,0.0792643417455863,0.0017517710950519046,0.0,0.0,0.05557289323157968,0.0,0.10698183319061075,0.007477158614747633,24.5,4.208333333333333,101.0,0.1327654869075761,0.4683000151999295,"{'[0.0,0.1)': 25.0, '[0.1,0.2)': 0.5, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
Proposed,load_step,1,load_step_seed1,0,9.318418968303074,0.0,0.0,0.0,100.0,1.0,16.291961935194156,0.08145980967597077,0.0016624215333383965,0.0,0.0,0.05486756890494868,0.0,0.10294619126127,0.0050793177342783845,28.0,4.708333333333333,113.0,0.13509979168399391,0.6469000363722444,"{'[0.0,0.1)': 29.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
Proposed,load_step,2,load_step_seed2,0,9.33457254332668,0.0,0.0,0.0,100.0,1.0,14.993811075682908,0.07496905537841454,0.0017858859420842954,0.0,0.0,0.05058327658210225,0.0,0.1114983632289119,0.0054080345161873055,21.0,3.7916666666666665,91.0,0.13501388902012776,0.6111999973654747,"{'[0.0,0.1)': 22.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
Proposed,load_step,3,load_step_seed3,0,9.194362786005591,0.0,0.0,0.0,100.0,1.0,5.875743638877409,0.029378718194387043,0.0006371879886135209,0.0,0.0,0.0,0.0,0.043146137206695384,0.0019039188662596234,11.5,2.0,48.0,0.1342578469322891,0.6065000197850168,"{'[0.0,0.1)': 12.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
Proposed,load_step,4,load_step_seed4,0,8.919703897970805,0.0,0.0,0.0,100.0,1.0,4.536504501789038,0.022682522508945188,0.0005616597303428626,0.0,0.0,0.006766010927068406,0.0,0.038572716977722354,0.0012200257759945445,10.0,1.75,42.0,0.13699840298310542,0.4873000434599817,"{'[0.0,0.1)': 10.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
Proposed,mixed,0,mixed_seed0,0,9.100503556094646,0.0,0.0,0.0,100.0,1.0,3.30862980467354,0.0165431490233677,0.000296875079374453,0.0,0.0,0.0,0.0,0.020778216741749733,0.0005332862085363287,9.0,1.5833333333333333,38.0,0.14250138823020583,3.499799990095198,"{'[0.0,0.1)': 9.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
Proposed,mixed,1,mixed_seed1,0,9.543129986508935,0.0,0.0,0.0,100.0,1.0,0.25326919884435545,0.0012663459942217773,2.1608199308447432e-05,0.0,0.0,0.0,0.0,0.0015620656926969845,2.6809783762616626e-06,2.5,0.4166666666666667,10.0,0.137089028349793,0.5827999557368457,"{'[0.0,0.1)': 2.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
Proposed,mixed,2,mixed_seed2,0,9.600648431797474,0.0,0.0,0.0,100.0,1.0,8.87137094237811,0.044356854711890555,0.001009861227476089,0.0,0.0,0.02226785821191978,0.0,0.06718012534208243,0.0027246127912426447,13.5,2.5,60.0,0.14655090320350914,1.9377999706193805,"{'[0.0,0.1)': 15.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
Proposed,mixed,3,mixed_seed3,0,8.534535909723099,0.0,0.0,0.0,100.0,1.0,7.502265692910124,0.037511328464550624,0.0008913844337123504,0.0,0.0,0.015914943678626225,0.0,0.05890929048876081,0.0028172830063813324,17.0,2.9166666666666665,70.0,0.14335784702173746,2.0551999914459884,"{'[0.0,0.1)': 17.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
Proposed,mixed,4,mixed_seed4,0,9.169357829498148,0.0,0.0,0.0,100.0,1.0,0.9606101863736258,0.004803050931868129,0.00011080673715017865,0.0,0.0,0.0,0.0,0.007945615388719796,4.1680894893643625e-05,8.5,1.4166666666666667,34.0,0.14265083377217203,4.0899000014178455,"{'[0.0,0.1)': 8.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
Proposed,wind_gust,0,wind_gust_seed0,0,9.34626836135016,0.0,0.0,0.0,100.0,1.0,0.6548506643823253,0.0032742533219116267,4.848892743606997e-05,0.0,0.0,0.0,0.0,0.0034878278191369516,1.008492345037761e-05,3.0,0.5,12.0,0.1341896532216601,0.4102999810129404,"{'[0.0,0.1)': 3.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
Proposed,wind_gust,1,wind_gust_seed1,0,9.761570834547495,0.0,0.0,0.0,100.0,1.0,0.09532166599659148,0.00047660832998295736,6.92912514219656e-06,0.0,0.0,0.0,0.0,0.0005016929789294355,5.033916902141821e-07,0.5,0.08333333333333333,2.0,0.1346708334393851,0.5459999665617943,"{'[0.0,0.1)': 0.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
Proposed,wind_gust,2,wind_gust_seed2,0,10.279614354717006,0.0,0.0,0.0,100.0,1.0,7.924127835394265,0.039620639176971326,0.0006805525413789679,0.0,0.0,0.014058921770867316,0.0,0.045175759557563394,0.000986929128857121,10.5,2.0,48.0,0.18582256917498954,76.01649995194748,"{'[0.0,0.1)': 12.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
Proposed,wind_gust,3,wind_gust_seed3,0,9.587776442499033,0.0,0.0,0.0,100.0,1.0,5.380811179129973,0.026904055895649863,0.0006162127096191617,0.0,0.0,0.003557979136370754,0.0,0.041887530048649535,0.0016016907294292555,11.5,2.0,48.0,0.13356062611112268,0.6226000259630382,"{'[0.0,0.1)': 12.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
Proposed,wind_gust,4,wind_gust_seed4,0,10.175015157207126,0.0,0.0,0.0,100.0,1.0,0.8115336629724776,0.004057668314862388,6.698667853879549e-05,0.0,0.0,0.0,0.0,0.004809736229387129,1.3320695151447898e-05,3.5,0.5833333333333334,14.0,0.13229236097282004,0.4358000005595386,"{'[0.0,0.1)': 3.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
NC,cloud_edge,0,cloud_edge_seed0,0,9.322520855179956,1.5277777777777777,0.0,1.5277777777777777,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017412512534065172,0.04870002157986164,{},,
NC,cloud_edge,1,cloud_edge_seed1,0,9.612331276063472,0.7638888888888888,0.0,0.7638888888888888,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016885430037897702,0.06290001329034567,{},,
NC,cloud_edge,2,cloud_edge_seed2,0,9.751560210821177,7.361111111111112,0.0,7.361111111111112,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001805139214007391,0.03929995000362396,{},,
NC,cloud_edge,3,cloud_edge_seed3,0,9.2666524785061,9.583333333333334,0.0,9.583333333333334,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016740269428636464,0.05010003224015236,{},,
NC,cloud_edge,4,cloud_edge_seed4,0,9.380377362331384,1.6666666666666667,0.0,1.6666666666666667,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016316665197438044,0.01209997572004795,{},,
NC,load_step,0,load_step_seed0,0,9.198979026927862,11.38888888888889,0.0,11.38888888888889,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016502086913937496,0.020200037397444248,{},,
NC,load_step,1,load_step_seed1,0,9.739839751242451,12.222222222222221,0.0,12.222222222222221,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017755552916140812,0.036999990697950125,{},,
NC,load_step,2,load_step_seed2,0,9.904963529845642,12.083333333333334,0.0,12.083333333333334,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016672926398718522,0.011100026313215494,{},,
NC,load_step,3,load_step_seed3,0,9.359395300056462,4.097222222222222,0.0,4.097222222222222,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017127088035017045,0.05069997860118747,{},,
NC,load_step,4,load_step_seed4,0,9.211026355124565,4.930555555555555,0.0,4.930555555555555,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016576403140788898,0.00990001717582345,{},,
NC,mixed,0,mixed_seed0,0,9.166685925775935,3.125,0.0,3.125,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016787496861070395,0.02629996743053198,{},,
NC,mixed,1,mixed_seed1,0,9.549950758563314,0.3472222222222222,0.0,0.3472222222222222,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015588889558178682,0.008000002708286047,{},,
NC,mixed,2,mixed_seed2,0,9.762462763025546,7.5,0.0,7.5,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017353466116926735,0.06639998173341155,{},,
NC,mixed,3,mixed_seed3,0,8.654488539843097,7.291666666666667,0.0,7.291666666666667,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015746525200989305,0.005999987479299307,{},,
NC,mixed,4,mixed_seed4,0,9.263414199221726,1.597222222222222,0.0,1.597222222222222,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016445826380125557,0.024699955247342587,{},,
NC,wind_gust,0,wind_gust_seed0,0,9.617013250276893,0.625,0.0,0.625,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017909023477437182,0.07599999662488699,{},,
NC,wind_gust,1,wind_gust_seed1,0,9.761570834547495,0.1388888888888889,0.0,0.1388888888888889,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017015275969040683,0.04600000102072954,{},,
NC,wind_gust,2,wind_gust_seed2,0,10.494537170081427,6.111111111111111,0.0,6.111111111111111,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017036114715867573,0.03840000135824084,{},,
NC,wind_gust,3,wind_gust_seed3,0,9.723603723649248,4.930555555555555,0.0,4.930555555555555,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017921525189497818,0.04770001396536827,{},,
NC,wind_gust,4,wind_gust_seed4,0,10.175015157207126,1.1111111111111112,0.0,1.1111111111111112,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001706597888389499,0.05989999044686556,{},,
GR,cloud_edge,0,cloud_edge_seed0,0,9.085729598260176,0.0,0.0,0.0,100.0,1.0,0.7566505591770575,0.0037832527958852873,9.516667370078432e-05,0.0,0.0,0.0,0.0,0.006839640652115342,3.32743214446877e-05,9.0,1.5,36.0,0.010413403368955996,0.13409997336566448,"{'[0.0,0.1)': 9.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
GR,cloud_edge,1,cloud_edge_seed1,0,9.581447520389359,0.0,0.0,0.0,100.0,1.0,0.3181950371468788,0.001590975185734394,3.315112174775475e-05,0.0,0.0,0.0,0.0,0.002395712903081104,5.357143395284481e-06,4.0,0.6666666666666666,16.0,0.010471734155241089,0.3848000196740031,"{'[0.0,0.1)': 4.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
GR,cloud_edge,2,cloud_edge_seed2,0,9.67644330357038,0.0,0.0,0.0,100.0,1.0,8.674454733470421,0.04337227366735211,0.0008755549589376545,0.0,0.0,0.021739211760711502,0.0,0.05798050996486656,0.002085919840526093,15.0,2.6666666666666665,64.0,0.010364860443385422,0.27269998099654913,"{'[0.0,0.1)': 16.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
GR,cloud_edge,3,cloud_edge_seed3,0,8.785161490982878,0.0,0.0,0.0,100.0,1.0,11.279787965888751,0.05639893982944375,0.0011555422860267672,0.0,0.0,0.034190634352800585,0.0,0.0733083393211377,0.00592533746345906,23.0,3.9166666666666665,94.0,0.010692151368453374,0.25099999038502574,"{'[0.0,0.1)': 23.0, '[0.1,0.2)': 0.5, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
GR,cloud_edge,4,cloud_edge_seed4,0,9.191746604595057,0.0,0.0,0.0,100.0,1.0,1.3216115242406634,0.006608057621203317,0.00013250514871756595,0.0,0.0,0.0,0.0,0.009452647308033413,7.235111397433497e-05,6.5,1.0833333333333333,26.0,0.010032987403165963,0.14259997988119721,"{'[0.0,0.1)': 6.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
GR,load_step,0,load_step_seed0,0,8.843146365091,0.0,0.0,0.0,100.0,1.0,14.92479311338761,0.07462396556693805,0.001686663257424373,0.0,0.0,0.05331976093501053,0.0,0.1036387279638851,0.007978808777637923,24.0,4.166666666666667,100.0,0.010081249032130776,0.08259998867288232,"{'[0.0,0.1)': 24.5, '[0.1,0.2)': 0.5, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
GR,load_step,1,load_step_seed1,0,9.278601253909471,0.0,0.0,0.0,100.0,1.0,14.795497573606845,0.07397748786803422,0.0017041082442416239,0.0,0.0,0.0543522459750383,0.0,0.10573502073608029,0.004944992822286985,23.0,4.0,96.0,0.010259165355819277,0.09869999485090375,"{'[0.0,0.1)': 24.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
GR,load_step,2,load_step_seed2,0,9.33457254332668,0.0,0.0,0.0,100.0,1.0,14.191929678250062,0.07095964839125031,0.0019337085048100981,0.0,0.0,0.04941463948406819,0.0,0.12080372882057536,0.009073391203370043,23.5,4.25,102.0,0.01019604290680339,0.11080002877861261,"{'[0.0,0.1)': 25.0, '[0.1,0.2)': 0.5, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
GR,load_step,3,load_step_seed3,0,9.221001748107483,0.0,0.0,0.0,100.0,1.0,5.504692551090355,0.027523462755451776,0.0005502398774279378,0.0,0.0,0.0,0.0,0.037539048938982716,0.0012368877445450572,13.0,2.25,54.0,0.010348889150514474,0.06749999010935426,"{'[0.0,0.1)': 13.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
GR,load_step,4,load_step_seed4,0,8.919703897970805,0.0,0.0,0.0,100.0,1.0,4.140803316637291,0.020704016583186453,0.0004320626867027121,0.0,0.0,0.0,0.0,0.02988626186055518,0.0006893452320894736,12.5,2.1666666666666665,52.0,0.010519374417425651,0.4010999691672623,"{'[0.0,0.1)': 13.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
GR,mixed,0,mixed_seed0,0,9.100503556094646,0.0,0.0,0.0,100.0,1.0,2.9848855812248085,0.014924427906124043,0.00027605674750395717,0.0,0.0,0.0,0.0,0.019402818068622818,0.00044894676131309767,10.0,1.75,42.0,0.011024095955589373,0.3895999980159104,"{'[0.0,0.1)': 10.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
GR,mixed,1,mixed_seed1,0,9.543129986508935,0.0,0.0,0.0,100.0,1.0,0.14279950843861458,0.000713997542193073,1.3664076602020635e-05,0.0,0.0,0.0,0.0,0.0009891004586234375,7.982673749524533e-07,2.5,0.4166666666666667,10.0,0.010452083248916702,0.15119998715817928,"{'[0.0,0.1)': 2.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
GR,mixed,2,mixed_seed2,0,9.600648431797474,0.0,0.0,0.0,100.0,1.0,8.463075334523884,0.04231537667261942,0.0009810581369969343,0.0,0.0,0.020523586834018653,0.0,0.06583455532569382,0.002403676320124005,17.5,3.0,72.0,0.010781040408700291,0.12989999959245324,"{'[0.0,0.1)': 18.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
GR,mixed,3,mixed_seed3,0,8.534535909723099,0.0,0.0,0.0,100.0,1.0,7.188563989636661,0.035942819948183304,0.0007806740749586137,0.0,0.0,0.013901989706951907,0.0,0.05179696458594593,0.0017560216106303327,18.0,3.0833333333333335,74.0,0.010764165441893661,0.5373000167310238,"{'[0.0,0.1)': 18.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
GR,mixed,4,mixed_seed4,0,9.169357829498148,0.0,0.0,0.0,100.0,1.0,0.8297475208582673,0.004148737604291336,8.217613819803626e-05,0.0,0.0,0.0,0.0,0.005899810084782103,1.533889071592677e-05,9.0,1.5,36.0,0.01296062489725753,1.354500011075288,"{'[0.0,0.1)': 9.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}",,
